County_Code,City_Name,County_Name,State_ABV,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost
2540,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Sumner County,TN," $14,619 "," $8,596 "," $13,628 "," $13,194 "," $8,412 "," $6,871 "," $65,318 "
2541,"Memphis, TN-MS-AR HUD Metro FMR Area",Tipton County,TN," $10,595 "," $8,569 "," $13,665 "," $11,189 "," $6,944 "," $4,597 "," $55,558 "
2542,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Trousdale County,TN," $11,213 "," $8,596 "," $14,307 "," $13,194 "," $7,178 "," $5,498 "," $59,986 "
2543,"Johnson City, TN MSA",Unicoi County,TN," $8,536 "," $8,354 "," $13,370 "," $12,565 "," $6,120 "," $3,931 "," $52,876 "
2544,"Knoxville, TN HUD Metro FMR Area",Union County,TN," $9,316 "," $8,676 "," $14,106 "," $11,937 "," $6,519 "," $4,396 "," $54,951 "
2545,"Van Buren County, TN",Van Buren County,TN," $8,519 "," $8,435 "," $14,304 "," $12,473 "," $6,143 "," $3,889 "," $53,762 "
2546,"Warren County, TN",Warren County,TN," $8,772 "," $7,951 "," $13,305 "," $12,473 "," $6,059 "," $3,616 "," $52,176 "
2547,"Johnson City, TN MSA",Washington County,TN," $10,257 "," $8,435 "," $12,430 "," $12,565 "," $6,773 "," $4,428 "," $54,887 "
2548,"Wayne County, TN",Wayne County,TN," $8,777 "," $8,032 "," $13,872 "," $13,730 "," $6,090 "," $4,038 "," $54,538 "
2549,"Weakley County, TN",Weakley County,TN," $8,502 "," $7,763 "," $13,098 "," $12,293 "," $5,893 "," $3,352 "," $50,902 "
2550,"White County, TN",White County,TN," $8,557 "," $8,515 "," $13,626 "," $12,473 "," $6,186 "," $3,755 "," $53,113 "
2551,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Williamson County,TN," $21,373 "," $9,858 "," $13,814 "," $13,194 "," $11,316 "," $10,742 "," $80,297 "
2552,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Wilson County,TN," $15,175 "," $8,623 "," $13,930 "," $13,194 "," $8,623 "," $7,218 "," $66,761 "
2553,"Anderson County, TX",Anderson County,TX," $10,496 "," $7,656 "," $13,283 "," $13,700 "," $6,577 "," $4,275 "," $55,987 "
2554,"Andrews County, TX",Andrews County,TX," $13,219 "," $7,897 "," $13,350 "," $13,700 "," $7,651 "," $5,430 "," $61,247 "
2555,"Angelina County, TX",Angelina County,TX," $11,242 "," $7,548 "," $12,984 "," $13,700 "," $6,808 "," $4,384 "," $56,666 "
2556,"Aransas County, TX HUD Metro FMR Area",Aransas County,TX," $12,329 "," $7,951 "," $13,051 "," $12,685 "," $7,348 "," $5,228 "," $58,592 "
2557,"Wichita Falls, TX MSA",Archer County,TX," $8,821 "," $7,763 "," $14,603 "," $15,737 "," $6,009 "," $4,846 "," $57,778 "
2558,"Amarillo, TX HUD Metro FMR Area",Armstrong County,TX," $13,431 "," $8,273 "," $14,665 "," $13,702 "," $7,864 "," $6,498 "," $64,434 "
2559,"Atascosa County, TX HUD Metro FMR Area",Atascosa County,TX," $11,141 "," $7,065 "," $13,578 "," $13,403 "," $6,597 "," $4,743 "," $56,526 "
2560,"Austin County, TX HUD Metro FMR Area",Austin County,TX," $12,302 "," $8,059 "," $14,483 "," $13,074 "," $7,378 "," $5,729 "," $61,024 "
2561,"Bailey County, TX",Bailey County,TX," $9,907 "," $8,085 "," $13,966 "," $13,700 "," $6,519 "," $4,315 "," $56,493 "
2562,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Bandera County,TX," $12,518 "," $8,435 "," $14,306 "," $13,403 "," $7,592 "," $5,987 "," $62,241 "
2563,"Austin-Round Rock, TX MSA",Bastrop County,TX," $15,332 "," $8,220 "," $14,755 "," $13,762 "," $8,534 "," $7,333 "," $67,935 "
2564,"Baylor County, TX",Baylor County,TX," $9,982 "," $7,709 "," $14,260 "," $13,700 "," $6,410 "," $4,289 "," $56,350 "
2565,"Bee County, TX",Bee County,TX," $12,359 "," $7,951 "," $12,866 "," $13,400 "," $7,359 "," $4,921 "," $58,857 "
2566,"Killeen-Temple, TX HUD Metro FMR Area",Bell County,TX," $11,053 "," $6,957 "," $11,910 "," $13,373 "," $6,526 "," $4,307 "," $54,126 "
2567,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Bexar County,TX," $14,164 "," $7,360 "," $12,181 "," $10,141 "," $7,799 "," $4,990 "," $56,636 "
2568,"Blanco County, TX",Blanco County,TX," $11,240 "," $7,897 "," $15,080 "," $13,700 "," $6,934 "," $5,016 "," $59,868 "
2569,"Borden County, TX",Borden County,TX," $10,258 "," $7,844 "," $15,393 "," $13,700 "," $6,559 "," $4,691 "," $58,444 "
2570,"Bosque County, TX",Bosque County,TX," $9,220 "," $7,145 "," $14,023 "," $13,700 "," $5,930 "," $3,783 "," $53,800 "
2571,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",Bowie County,TX," $10,581 "," $7,602 "," $12,584 "," $13,343 "," $6,588 "," $4,443 "," $55,141 "
2572,"Brazoria County, TX HUD Metro FMR Area",Brazoria County,TX," $14,902 "," $7,521 "," $14,011 "," $13,074 "," $8,125 "," $6,593 "," $64,225 "
2573,"College Station-Bryan, TX MSA",Brazos County,TX," $12,569 "," $7,280 "," $12,166 "," $13,612 "," $7,192 "," $5,145 "," $57,965 "
2574,"Brewster County, TX",Brewster County,TX," $10,831 "," $8,354 "," $13,004 "," $13,700 "," $6,952 "," $4,508 "," $57,348 "
2575,"Briscoe County, TX",Briscoe County,TX," $9,907 "," $7,682 "," $15,114 "," $13,700 "," $6,373 "," $4,451 "," $57,227 "
2576,"Brooks County, TX",Brooks County,TX," $9,250 "," $6,689 "," $13,027 "," $13,400 "," $5,775 "," $3,364 "," $51,505 "
2577,"Brown County, TX",Brown County,TX," $10,717 "," $7,306 "," $12,989 "," $13,700 "," $6,531 "," $4,167 "," $55,410 "
2578,"College Station-Bryan, TX MSA",Burleson County,TX," $9,719 "," $7,387 "," $14,316 "," $14,001 "," $6,198 "," $4,612 "," $56,233 "
2579,"Burnet County, TX",Burnet County,TX," $11,522 "," $7,897 "," $13,867 "," $13,670 "," $7,037 "," $4,818 "," $58,811 "
2580,"Austin-Round Rock, TX MSA",Caldwell County,TX," $13,357 "," $8,166 "," $14,171 "," $13,762 "," $7,799 "," $6,277 "," $63,532 "
2581,"Calhoun County, TX",Calhoun County,TX," $10,775 "," $7,521 "," $13,480 "," $14,418 "," $6,629 "," $4,521 "," $57,344 "
2582,"Abilene, TX MSA",Callahan County,TX," $10,446 "," $7,709 "," $13,833 "," $13,583 "," $6,578 "," $4,812 "," $56,961 "
2583,"Brownsville-Harlingen, TX MSA",Cameron County,TX," $9,773 "," $6,286 "," $12,294 "," $11,608 "," $5,819 "," $3,250 "," $49,028 "
2584,"Camp County, TX",Camp County,TX," $9,976 "," $7,978 "," $13,688 "," $13,700 "," $6,505 "," $4,269 "," $56,115 "
2585,"Amarillo, TX HUD Metro FMR Area",Carson County,TX," $11,590 "," $8,220 "," $15,060 "," $13,702 "," $7,178 "," $5,769 "," $61,519 "
2586,"Cass County, TX",Cass County,TX," $9,877 "," $7,897 "," $13,702 "," $13,400 "," $6,440 "," $4,141 "," $55,458 "
2587,"Castro County, TX",Castro County,TX," $9,871 "," $8,408 "," $13,835 "," $13,700 "," $6,623 "," $4,364 "," $56,801 "
2588,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Chambers County,TX," $12,632 "," $7,656 "," $14,309 "," $13,074 "," $7,351 "," $5,682 "," $60,703 "
2589,"Cherokee County, TX",Cherokee County,TX," $9,677 "," $7,844 "," $13,622 "," $13,400 "," $6,348 "," $4,006 "," $54,898 "
2590,"Childress County, TX",Childress County,TX," $10,525 "," $8,059 "," $12,994 "," $13,700 "," $6,734 "," $4,315 "," $56,326 "
2591,"Wichita Falls, TX MSA",Clay County,TX," $10,206 "," $7,682 "," $14,574 "," $15,737 "," $6,482 "," $5,385 "," $60,065 "
2592,"Cochran County, TX",Cochran County,TX," $9,250 "," $8,220 "," $13,850 "," $13,700 "," $6,330 "," $4,095 "," $55,444 "
2593,"Coke County, TX",Coke County,TX," $9,220 "," $7,656 "," $13,854 "," $13,700 "," $6,115 "," $3,909 "," $54,453 "
2594,"Coleman County, TX",Coleman County,TX," $9,560 "," $7,682 "," $13,213 "," $13,700 "," $6,248 "," $3,884 "," $54,287 "
2595,"Dallas, TX HUD Metro FMR Area",Collin County,TX," $20,858 "," $8,542 "," $12,799 "," $11,278 "," $10,653 "," $8,857 "," $72,986 "
2596,"Collingsworth County, TX",Collingsworth County,TX," $9,694 "," $8,166 "," $13,793 "," $13,700 "," $6,471 "," $4,216 "," $56,039 "
2597,"Colorado County, TX",Colorado County,TX," $9,956 "," $7,145 "," $14,285 "," $13,700 "," $6,197 "," $4,119 "," $55,402 "
2598,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Comal County,TX," $15,964 "," $8,166 "," $13,750 "," $11,488 "," $8,743 "," $6,787 "," $64,899 "
2599,"Comanche County, TX",Comanche County,TX," $9,982 "," $7,629 "," $13,902 "," $13,700 "," $6,381 "," $4,183 "," $55,776 "
2600,"Concho County, TX",Concho County,TX," $10,602 "," $7,441 "," $14,817 "," $13,700 "," $6,538 "," $4,563 "," $57,660 "
2601,"Cooke County, TX",Cooke County,TX," $11,056 "," $8,139 "," $13,603 "," $13,700 "," $6,955 "," $4,664 "," $58,117 "
2602,"Killeen-Temple, TX HUD Metro FMR Area",Coryell County,TX," $10,946 "," $7,199 "," $12,666 "," $13,373 "," $6,575 "," $4,517 "," $55,276 "
2603,"Cottle County, TX",Cottle County,TX," $9,250 "," $8,112 "," $12,990 "," $13,700 "," $6,291 "," $3,863 "," $54,205 "
2604,"Crane County, TX",Crane County,TX," $9,907 "," $7,871 "," $13,105 "," $13,700 "," $6,442 "," $4,060 "," $55,084 "
2605,"Crockett County, TX",Crockett County,TX," $9,518 "," $6,877 "," $14,053 "," $13,700 "," $5,941 "," $3,821 "," $53,909 "
2606,"Lubbock, TX HUD Metro FMR Area",Crosby County,TX," $7,666 "," $8,193 "," $13,895 "," $14,929 "," $5,746 "," $4,169 "," $54,599 "
2607,"Culberson County, TX",Culberson County,TX," $9,722 "," $7,924 "," $13,692 "," $13,700 "," $6,394 "," $4,140 "," $55,572 "
2608,"Dallam County, TX",Dallam County,TX," $9,680 "," $7,763 "," $13,037 "," $13,700 "," $6,320 "," $3,915 "," $54,415 "
2609,"Dallas, TX HUD Metro FMR Area",Dallas County,TX," $16,593 "," $7,763 "," $11,835 "," $10,530 "," $8,825 "," $6,190 "," $61,737 "
2610,"Dawson County, TX",Dawson County,TX," $9,703 "," $8,166 "," $13,338 "," $13,700 "," $6,475 "," $4,102 "," $55,484 "
2611,"Deaf Smith County, TX",Deaf Smith County,TX," $10,877 "," $8,166 "," $12,931 "," $13,700 "," $6,900 "," $4,446 "," $57,019 "
2612,"Delta County, TX",Delta County,TX," $9,656 "," $7,414 "," $14,376 "," $14,029 "," $6,185 "," $4,166 "," $55,826 "
2613,"Dallas, TX HUD Metro FMR Area",Denton County,TX," $18,290 "," $8,085 "," $12,788 "," $11,278 "," $9,557 "," $7,501 "," $67,500 "
2614,"DeWitt County, TX",DeWitt County,TX," $10,411 "," $7,011 "," $14,273 "," $13,700 "," $6,313 "," $4,241 "," $55,949 "
2615,"Dickens County, TX",Dickens County,TX," $9,518 "," $8,247 "," $14,658 "," $13,700 "," $6,437 "," $4,377 "," $56,937 "
2616,"Dimmit County, TX",Dimmit County,TX," $10,258 "," $6,527 "," $13,035 "," $13,700 "," $6,082 "," $3,756 "," $53,358 "
2617,"Donley County, TX",Donley County,TX," $9,656 "," $8,354 "," $13,891 "," $13,700 "," $6,526 "," $4,295 "," $56,422 "
2618,"Duval County, TX",Duval County,TX," $9,888 "," $7,360 "," $13,089 "," $13,700 "," $6,250 "," $3,884 "," $54,170 "
2619,"Eastland County, TX",Eastland County,TX," $9,241 "," $7,629 "," $13,241 "," $13,700 "," $6,113 "," $3,755 "," $53,679 "
2620,"Odessa, TX MSA",Ector County,TX," $15,187 "," $7,548 "," $12,462 "," $13,223 "," $8,238 "," $6,321 "," $62,980 "
2621,"Edwards County, TX",Edwards County,TX," $10,258 "," $6,608 "," $14,348 "," $13,700 "," $6,111 "," $4,077 "," $55,102 "
2622,"Dallas, TX HUD Metro FMR Area",Ellis County,TX," $15,827 "," $7,736 "," $13,837 "," $13,972 "," $8,538 "," $7,235 "," $67,145 "
2623,"El Paso, TX HUD Metro FMR Area",El Paso County,TX," $11,106 "," $7,844 "," $11,982 "," $10,141 "," $6,866 "," $3,892 "," $51,831 "
2624,"Erath County, TX",Erath County,TX," $11,075 "," $7,844 "," $13,115 "," $13,700 "," $6,855 "," $4,453 "," $57,041 "
2625,"Falls County, TX HUD Metro FMR Area",Falls County,TX," $9,844 "," $6,957 "," $13,585 "," $13,642 "," $6,088 "," $4,271 "," $54,387 "
2626,"Fannin County, TX",Fannin County,TX," $10,308 "," $7,871 "," $13,709 "," $13,700 "," $6,587 "," $4,345 "," $56,519 "
2627,"Fayette County, TX",Fayette County,TX," $10,422 "," $8,193 "," $14,369 "," $13,700 "," $6,745 "," $4,628 "," $58,057 "
2628,"Fisher County, TX",Fisher County,TX," $9,595 "," $7,817 "," $14,147 "," $13,700 "," $6,309 "," $4,159 "," $55,727 "
2629,"Floyd County, TX",Floyd County,TX," $9,713 "," $8,193 "," $13,721 "," $13,700 "," $6,488 "," $4,203 "," $56,017 "
2630,"Foard County, TX",Foard County,TX," $10,258 "," $7,871 "," $14,989 "," $13,700 "," $6,569 "," $4,613 "," $57,998 "
2631,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Fort Bend County,TX," $19,691 "," $8,032 "," $13,768 "," $11,009 "," $10,045 "," $8,313 "," $70,857 "
2632,"Franklin County, TX",Franklin County,TX," $10,052 "," $7,629 "," $14,150 "," $13,400 "," $6,407 "," $4,230 "," $55,868 "
2633,"Freestone County, TX",Freestone County,TX," $9,877 "," $7,548 "," $13,736 "," $13,700 "," $6,314 "," $4,125 "," $55,301 "
2634,"Frio County, TX",Frio County,TX," $10,150 "," $7,280 "," $13,365 "," $13,700 "," $6,315 "," $4,014 "," $54,823 "
2635,"Gaines County, TX",Gaines County,TX," $9,907 "," $8,515 "," $13,791 "," $13,700 "," $6,675 "," $4,427 "," $57,015 "
2636,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Galveston County,TX," $14,833 "," $7,871 "," $13,075 "," $12,475 "," $8,226 "," $6,262 "," $62,743 "
2637,"Garza County, TX",Garza County,TX," $9,542 "," $8,247 "," $14,010 "," $13,700 "," $6,446 "," $4,244 "," $56,189 "
2638,"Gillespie County, TX",Gillespie County,TX," $13,016 "," $6,447 "," $14,604 "," $13,700 "," $7,052 "," $5,154 "," $59,974 "
2639,"Glasscock County, TX",Glasscock County,TX," $10,258 "," $7,817 "," $16,159 "," $13,700 "," $6,549 "," $4,861 "," $59,343 "
2640,"Victoria, TX MSA",Goliad County,TX," $9,184 "," $7,118 "," $14,971 "," $14,361 "," $5,907 "," $4,503 "," $56,043 "
2641,"Gonzales County, TX",Gonzales County,TX," $10,398 "," $7,226 "," $13,605 "," $13,700 "," $6,386 "," $4,139 "," $55,453 "
2642,"Gray County, TX",Gray County,TX," $10,679 "," $8,515 "," $13,108 "," $13,700 "," $6,955 "," $4,555 "," $57,511 "
2643,"Sherman-Denison, TX MSA",Grayson County,TX," $12,548 "," $7,414 "," $13,272 "," $14,510 "," $7,233 "," $5,639 "," $60,616 "
2644,"Longview, TX HUD Metro FMR Area",Gregg County,TX," $11,249 "," $7,575 "," $12,637 "," $12,236 "," $6,821 "," $4,462 "," $54,980 "
2645,"Grimes County, TX",Grimes County,TX," $9,496 "," $8,596 "," $14,119 "," $13,700 "," $6,555 "," $4,347 "," $56,812 "
2646,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Guadalupe County,TX," $15,909 "," $8,193 "," $13,687 "," $11,488 "," $8,733 "," $6,756 "," $64,765 "
2647,"Hale County, TX",Hale County,TX," $9,982 "," $7,602 "," $12,687 "," $13,700 "," $6,371 "," $3,925 "," $54,267 "
2648,"Hall County, TX",Hall County,TX," $9,794 "," $8,085 "," $13,738 "," $13,700 "," $6,479 "," $4,220 "," $56,016 "
2649,"Hamilton County, TX",Hamilton County,TX," $9,324 "," $7,118 "," $14,096 "," $13,700 "," $5,958 "," $3,826 "," $54,021 "
2650,"Hansford County, TX",Hansford County,TX," $10,285 "," $8,059 "," $13,674 "," $13,700 "," $6,647 "," $4,376 "," $56,740 "
2651,"Hardeman County, TX",Hardeman County,TX," $9,488 "," $7,951 "," $13,284 "," $13,700 "," $6,319 "," $3,971 "," $54,713 "
2652,"Beaumont-Port Arthur, TX HUD Metro FMR Area",Hardin County,TX," $10,701 "," $7,709 "," $13,652 "," $11,937 "," $6,671 "," $4,411 "," $55,081 "
2653,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Harris County,TX," $14,833 "," $7,817 "," $12,102 "," $10,021 "," $8,207 "," $5,381 "," $58,362 "
2654,"Harrison County, TX",Harrison County,TX," $10,476 "," $7,602 "," $13,371 "," $13,400 "," $6,550 "," $4,166 "," $55,565 "
2655,"Hartley County, TX",Hartley County,TX," $11,654 "," $8,139 "," $14,313 "," $13,700 "," $7,172 "," $5,081 "," $60,059 "
2656,"Haskell County, TX",Haskell County,TX," $9,871 "," $7,682 "," $13,890 "," $13,700 "," $6,360 "," $4,154 "," $55,658 "
2657,"Austin-Round Rock, TX MSA",Hays County,TX," $16,755 "," $8,005 "," $13,870 "," $13,194 "," $8,971 "," $7,507 "," $68,301 "
2658,"Hemphill County, TX",Hemphill County,TX," $12,210 "," $8,381 "," $13,649 "," $13,700 "," $7,461 "," $5,224 "," $60,625 "
2659,"Henderson County, TX",Henderson County,TX," $10,297 "," $7,897 "," $13,239 "," $13,700 "," $6,593 "," $4,244 "," $55,969 "
2660,"McAllen-Edinburg-Mission, TX MSA",Hidalgo County,TX," $9,494 "," $6,420 "," $12,676 "," $11,189 "," $5,766 "," $3,168 "," $48,713 "
2661,"Hill County, TX",Hill County,TX," $9,719 "," $7,763 "," $13,504 "," $13,700 "," $6,334 "," $4,035 "," $55,055 "
2662,"Hockley County, TX",Hockley County,TX," $9,982 "," $7,844 "," $13,149 "," $13,700 "," $6,459 "," $4,110 "," $55,243 "
2663,"Hood County, TX HUD Metro FMR Area",Hood County,TX," $14,124 "," $7,629 "," $13,786 "," $13,642 "," $7,882 "," $6,272 "," $63,335 "
2664,"Hopkins County, TX",Hopkins County,TX," $10,510 "," $7,763 "," $13,517 "," $13,400 "," $6,621 "," $4,291 "," $56,102 "
2665,"Houston County, TX",Houston County,TX," $9,220 "," $7,145 "," $13,453 "," $13,700 "," $5,930 "," $3,649 "," $53,095 "
2666,"Howard County, TX",Howard County,TX," $12,246 "," $7,897 "," $13,298 "," $13,700 "," $7,299 "," $4,959 "," $59,399 "
2667,"Hudspeth County, TX HUD Metro FMR Area",Hudspeth County,TX," $9,212 "," $7,897 "," $14,616 "," $13,642 "," $6,200 "," $4,560 "," $56,128 "
2668,"Dallas, TX HUD Metro FMR Area",Hunt County,TX," $13,500 "," $7,333 "," $13,805 "," $13,972 "," $7,549 "," $6,040 "," $62,198 "
2669,"Hutchinson County, TX",Hutchinson County,TX," $10,434 "," $8,461 "," $13,134 "," $13,700 "," $6,847 "," $4,456 "," $57,031 "
2670,"San Angelo, TX MSA",Irion County,TX," $14,753 "," $7,414 "," $14,750 "," $14,839 "," $8,032 "," $7,114 "," $66,902 "
2671,"Jack County, TX",Jack County,TX," $9,907 "," $8,139 "," $14,273 "," $13,700 "," $6,539 "," $4,439 "," $56,996 "
2672,"Jackson County, TX",Jackson County,TX," $11,315 "," $6,903 "," $14,586 "," $13,700 "," $6,601 "," $4,618 "," $57,723 "
2673,"Jasper County, TX",Jasper County,TX," $10,781 "," $7,548 "," $13,567 "," $13,400 "," $6,641 "," $4,302 "," $56,239 "
2674,"Jeff Davis County, TX",Jeff Davis County,TX," $11,250 "," $8,542 "," $14,989 "," $13,700 "," $7,171 "," $5,208 "," $60,860 "
2675,"Beaumont-Port Arthur, TX HUD Metro FMR Area",Jefferson County,TX," $11,535 "," $7,253 "," $12,204 "," $11,189 "," $6,807 "," $4,092 "," $53,080 "
2676,"Jim Hogg County, TX",Jim Hogg County,TX," $9,907 "," $7,118 "," $13,843 "," $13,700 "," $6,169 "," $3,993 "," $54,730 "
2677,"Jim Wells County, TX",Jim Wells County,TX," $11,016 "," $7,494 "," $12,646 "," $13,400 "," $6,707 "," $4,182 "," $55,446 "
2678,"Fort Worth-Arlington, TX HUD Metro FMR Area",Johnson County,TX," $15,045 "," $7,548 "," $13,770 "," $13,972 "," $8,186 "," $6,814 "," $65,335 "
2679,"Abilene, TX MSA",Jones County,TX," $10,005 "," $7,790 "," $13,980 "," $13,583 "," $6,448 "," $4,687 "," $56,493 "
2680,"Karnes County, TX",Karnes County,TX," $10,090 "," $7,656 "," $14,014 "," $13,400 "," $6,430 "," $4,201 "," $55,790 "
2681,"Dallas, TX HUD Metro FMR Area",Kaufman County,TX," $15,677 "," $7,709 "," $14,125 "," $14,211 "," $8,474 "," $7,299 "," $67,495 "
2682,"Kendall County, TX HUD Metro FMR Area",Kendall County,TX," $16,259 "," $8,461 "," $14,765 "," $13,403 "," $8,957 "," $7,770 "," $69,615 "
2683,"Kenedy County, TX",Kenedy County,TX," $10,258 "," $6,715 "," $14,329 "," $13,400 "," $6,150 "," $4,025 "," $54,877 "
2684,"Kent County, TX",Kent County,TX," $10,258 "," $7,790 "," $15,265 "," $13,700 "," $6,539 "," $4,646 "," $58,198 "
2685,"Kerr County, TX",Kerr County,TX," $11,521 "," $7,226 "," $13,152 "," $13,700 "," $6,793 "," $4,447 "," $56,839 "
2686,"Kimble County, TX",Kimble County,TX," $9,527 "," $6,957 "," $13,768 "," $13,700 "," $5,973 "," $3,780 "," $53,704 "
2687,"King County, TX",King County,TX," $11,216 "," $7,602 "," $14,099 "," $13,700 "," $6,819 "," $4,662 "," $58,097 "
2688,"Kinney County, TX",Kinney County,TX," $10,576 "," $6,259 "," $13,669 "," $13,700 "," $6,100 "," $3,932 "," $54,236 "
2689,"Kleberg County, TX",Kleberg County,TX," $11,861 "," $7,682 "," $12,345 "," $13,400 "," $7,081 "," $4,524 "," $56,894 "
2690,"Knox County, TX",Knox County,TX," $9,250 "," $7,548 "," $14,212 "," $13,700 "," $6,086 "," $3,962 "," $54,758 "
2691,"Lamar County, TX",Lamar County,TX," $9,949 "," $7,065 "," $13,030 "," $13,700 "," $6,165 "," $3,836 "," $53,745 "
2692,"Lamb County, TX",Lamb County,TX," $9,301 "," $8,166 "," $13,617 "," $13,700 "," $6,329 "," $4,018 "," $55,131 "
2693,"Lampasas County, TX HUD Metro FMR Area",Lampasas County,TX," $10,603 "," $7,038 "," $13,838 "," $13,373 "," $6,392 "," $4,548 "," $55,792 "
2694,"La Salle County, TX",La Salle County,TX," $9,895 "," $6,689 "," $13,494 "," $13,700 "," $6,009 "," $3,777 "," $53,564 "
2695,"Lavaca County, TX",Lavaca County,TX," $10,170 "," $7,038 "," $14,162 "," $13,700 "," $6,235 "," $4,146 "," $55,450 "
2696,"Lee County, TX",Lee County,TX," $11,548 "," $8,515 "," $14,341 "," $13,700 "," $7,270 "," $5,161 "," $60,534 "
2697,"Leon County, TX",Leon County,TX," $9,637 "," $7,387 "," $14,531 "," $13,700 "," $6,169 "," $4,122 "," $55,545 "
2698,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Liberty County,TX," $11,696 "," $7,548 "," $14,160 "," $13,074 "," $6,973 "," $5,211 "," $58,662 "
